State,County,Cases,Population,per_gop,per_dem,cases_per_pop
Kansas,Pottawatomie,613,"24,383",0.751643535,0.224981738,0.025140467
Michigan,Otsego,620,"24,668",0.662713472,0.321428571,0.025133777
Colorado,Cheyenne,46,"1,831",0.874208145,0.114932127,0.025122884
Indiana,Owen,522,"20,799",0.768945869,0.214102564,0.02509736
Pennsylvania,Luzerne,7966,"317,417",0.567721642,0.422412695,0.025096324
North Carolina,Davie,1074,"42,846",0.72289397,0.265493435,0.025066517
Texas,Freestone,493,"19,717",0.802719521,0.187716064,0.025003804
Mississippi,Pearl River,1385,"55,535",0.815142036,0.171964829,0.024939228
Oklahoma,Logan,1197,"48,011",0.723463428,0.252850654,0.024931786
Ohio,Hardin,781,"31,365",0.748649066,0.233518604,0.024900367
Ohio,Clermont,5135,"206,428",0.673328358,0.308713639,0.024875501
Pennsylvania,Lancaster,13564,"545,724",0.573756887,0.411425563,0.024855055
Missouri,Montgomery,287,"11,551",0.772443674,0.209012132,0.024846334
Maryland,Somerset,636,"25,616",0.493968552,0.488523821,0.024828232
Georgia,Macon,321,"12,947",0.589996174,0.3986228,0.024793388
Texas,Bastrop,2198,"88,723",0.55806478,0.420932196,0.024773734
Texas,Gregg,3070,"123,945",0.678238994,0.307274633,0.024769051
North Carolina,Henderson,2908,"117,417",0.587402063,0.398595311,0.024766431
New Jersey,Somerset,8146,"328,934",0.379874855,0.605203578,0.024764846
Arkansas,Ouachita,579,"23,382",0.584120983,0.377515846,0.024762638
Texas,Guadalupe,4131,"166,847",0.61284278,0.370964824,0.024759211
North Carolina,Macon,886,"35,858",0.735616618,0.253680486,0.024708573
Texas,Somervell,225,"9,128",0.829757085,0.155465587,0.02464943
North Carolina,Jones,232,"9,419",0.595733042,0.396608315,0.024631065
Michigan,Emmet,823,"33,415",0.547213203,0.435696248,0.024629657
New York,Broome,4688,"190,488",0.530041107,0.445793138,0.024610474
Michigan,Gladwin,626,"25,449",0.677463535,0.309799356,0.024598216
North Carolina,Orange,3648,"148,476",0.237983573,0.751065349,0.024569627
Colorado,Gunnison,429,"17,462",0.330577753,0.640764214,0.024567633
Michigan,Luce,153,"6,229",0.678789829,0.271000966,0.02456253
Texas,Milam,609,"24,823",0.755487979,0.235199088,0.024533699
Pennsylvania,Indiana,2062,"84,073",0.681572181,0.305497735,0.024526305
Virginia,Franklin,1374,"56,042",0.641418984,0.350028763,0.024517326
Ohio,Adams,678,"27,698",0.811423772,0.178916422,0.024478302
Pennsylvania,Northampton,7472,"305,285",0.48895238,0.496714934,0.02447549
Texas,Leon,425,"17,404",0.867389299,0.123616236,0.024419674
Kentucky,Crittenden,215,"8,806",0.836808704,0.153520701,0.024415171
Oregon,Union,655,"26,835",0.689476517,0.284416633,0.024408422
Kansas,Geary,773,"31,670",0.876482903,0.113747383,0.024407957
Ohio,Muskingum,2100,"86,215",0.688635276,0.296147935,0.02435771
Indiana,Crawford,257,"10,577",0.799933172,0.181187871,0.024298005
Georgia,Liberty,1491,"61,435",0.372503048,0.611975992,0.024269553
Kentucky,Bourbon,480,"19,788",0.657513454,0.325789982,0.024257126
Missouri,Reynolds,152,"6,270",0.828684051,0.160400243,0.024242424
Colorado,Broomfield,1704,"70,465",0.349655485,0.623604121,0.024182218
West Virginia,Monroe,321,"13,275",0.781050335,0.20726196,0.024180791
Virginia,Fairfax,27732,"1,147,532",0.804064039,0.189039409,0.024166646
New Jersey,Morris,11883,"491,845",0.424908745,0.559737562,0.02416005
West Virginia,Fayette,1023,"42,406",0.685602001,0.299571275,0.024123945
Maryland,Charles,3938,"163,257",0.456678074,0.516535508,0.024121477
Nevada,Nye,1122,"46,523",0.747311828,0.235215054,0.024117103
California,Santa Barbara,10768,"446,499",0.306600788,0.671071498,0.024116515
Kansas,Allen,298,"12,369",0.772580645,0.205645161,0.024092489
Arkansas,Calhoun,125,"5,189",0.750816612,0.217918805,0.02408942
Colorado,Douglas,8457,"351,154",0.523525022,0.45209955,0.024083451
Texas,Smith,5604,"232,751",0.688759156,0.294842295,0.024077233
Georgia,Taliaferro,37,"1,537",0.387931034,0.604525862,0.024072869
Texas,Stephens,225,"9,366",0.891023954,0.104237957,0.024023062
Arizona,Cochise,3020,"125,922",0.574925066,0.404185285,0.023983101
Virginia,Surry,154,"6,422",0.11257425,0.879768124,0.023980069
Kentucky,Trigg,351,"14,651",0.747163695,0.234313498,0.023957409
Virginia,Chesterfield,8451,"352,802",0.787231128,0.205644609,0.023953946
North Carolina,Clay,269,"11,231",0.743116579,0.246777973,0.023951563
Texas,Jack,214,"8,935",0.903678222,0.087589309,0.023950755
Texas,Rockwall,2511,"104,915",0.672099945,0.314040006,0.023933661
Kentucky,Franklin,1220,"50,991",0.662949195,0.326724494,0.023925791
Delaware,Kent,4324,"180,786",0.471215989,0.511948297,0.023917781
Pennsylvania,Dauphin,6637,"278,299",0.44959651,0.534215558,0.023848451
Texas,Cass,716,"30,026",0.792364319,0.200418591,0.023846
Ohio,Logan,1089,"45,672",0.766804438,0.217098107,0.023843931
Ohio,Pike,661,"27,772",0.735472105,0.252922159,0.023800951
Georgia,Webster,62,"2,607",0.538129496,0.45971223,0.023782125
Washington,Asotin,535,"22,582",0.612728961,0.357305647,0.023691436
Virginia,Chesapeake,5799,"244,835",0.569407771,0.420596002,0.023685339
Texas,Fort Bend,19223,"811,688",0.440414942,0.545480713,0.023682745
Virginia,Arlington,5603,"236,842",0.729294954,0.256527758,0.023657122
Ohio,Trumbull,4682,"197,974",0.544767271,0.441176769,0.02364957
Colorado,Pitkin,420,"17,767",0.231549582,0.752895426,0.023639331
Texas,Hood,1455,"61,643",0.812983425,0.173143033,0.023603653
Virginia,Patrick,415,"17,608",0.806725235,0.186852469,0.023568832
Texas,Parker,3365,"142,878",0.81639579,0.169538935,0.023551561
Ohio,Scioto,1773,"75,314",0.703974828,0.284980415,0.02354144
Missouri,Linn,280,"11,920",0.762105263,0.223508772,0.023489933
Michigan,Montcalm,1500,"63,888",0.679891541,0.302406034,0.023478588
New York,Putnam,2308,"98,320",0.593183848,0.391791301,0.023474369
Ohio,Sandusky,1370,"58,518",0.626890471,0.352356731,0.0234116
Mississippi,Hancock,1114,"47,632",0.80440154,0.177842901,0.023387639
Washington,Garfield,52,"2,225",0.718538566,0.244925575,0.023370787
West Virginia,Wetzel,352,"15,065",0.747877502,0.231807156,0.023365417
North Carolina,Wake,25975,"1,111,761",0.35809047,0.622845321,0.023363834
West Virginia,Wood,1950,"83,518",0.661516842,0.321388482,0.02334826
Ohio,Delaware,4881,"209,177",0.525491113,0.459348086,0.023334305
Virginia,Appomattox,371,"15,911",0.171862665,0.813973468,0.023317202
Pennsylvania,Northumberland,2118,"90,843",0.683638114,0.298700674,0.02331495
Michigan,Mecosta,1013,"43,453",0.629359017,0.349812592,0.023312545
Texas,Shelby,589,"25,274",0.791215343,0.204511577,0.023304582
Pennsylvania,Bedford,1113,"47,888",0.833851506,0.157894737,0.023241731
Missouri,Putnam,109,"4,696",0.840321898,0.152901313,0.023211244
Texas,Kinney,85,"3,667",0.713661884,0.278228322,0.023179711
Michigan,Iosco,582,"25,127",0.634342909,0.349083582,0.023162335
New Jersey,Salem,1442,"62,385",0.552549741,0.427553921,0.023114531
Texas,Goliad,177,"7,658",0.774509804,0.219205631,0.023113084
Texas,Brown,875,"37,864",0.858281054,0.131932246,0.023109022
Pennsylvania,Franklin,3582,"155,027",0.708700441,0.275830997,0.023105653
Michigan,Washtenaw,8492,"367,601",0.259265918,0.724355074,0.023101134
Michigan,Shiawassee,1573,"68,122",0.721464849,0.26579346,0.023090925
West Virginia,Grant,267,"11,568",0.884300528,0.110060033,0.023080913
Oregon,Marion,8025,"347,818",0.479220272,0.486939431,0.023072411
Indiana,Washington,646,"28,036",0.635058926,0.344299038,0.023041803
Pennsylvania,Bucks,14465,"628,270",0.47350706,0.513692791,0.023023541
West Virginia,Gilmer,180,"7,823",0.756726033,0.223948465,0.023009076
North Carolina,Onslow,4553,"197,938",0.642012636,0.334783291,0.023002152
Virginia,Henrico,7604,"330,818",0.620342992,0.368273211,0.022985448
Ohio,Clinton,964,"41,968",0.755315948,0.228485456,0.022969882
Virginia,Page,549,"23,902",0.536486349,0.45194357,0.022968789
Pennsylvania,Schuylkill,3240,"141,359",0.690605752,0.293256185,0.022920366
Montana,Judith Basin,46,"2,007",0.773809524,0.204613095,0.022919781
Colorado,Larimer,8174,"356,899",0.40776113,0.56232199,0.022902838
Maryland,Frederick,5943,"259,547",0.599917096,0.374632975,0.022897587
California,Sonoma,11316,"494,336",0.204845068,0.776010486,0.022891313
North Carolina,Perquimans,308,"13,463",0.656296098,0.333243932,0.022877516
Texas,Franklin,245,"10,725",0.8306,0.1606,0.022843823
Texas,Clay,239,"10,471",0.882845188,0.107043236,0.022824945
Michigan,Eaton,2510,"110,268",0.493351538,0.485593707,0.022762724
Nevada,White Pine,218,"9,580",0.541474971,0.42865481,0.022755741
Ohio,Huron,1325,"58,266",0.696146913,0.287028692,0.022740535
Pennsylvania,Montgomery,18861,"830,915",0.364675483,0.625134331,0.022699073
Michigan,Livingston,4344,"191,995",0.605369529,0.379185606,0.022625589
Maryland,Washington,3409,"151,049",0.652308475,0.334845466,0.022568835
Texas,Panola,522,"23,194",0.814006287,0.17961928,0.02250582
Ohio,Richland,2726,"121,154",0.691694681,0.294039351,0.022500289
Kentucky,Breathitt,284,"12,630",0.755248185,0.230527761,0.022486144
Tennessee,Claiborne,718,"31,959",0.819327406,0.170158485,0.022466285
Virginia,Amherst,710,"31,605",0.723133362,0.260897713,0.0224648
Virginia,Charlotte,266,"11,880",0.801770471,0.185583307,0.022390572
Virginia,Halifax,758,"33,911",0.593905267,0.399635641,0.022352629
Pennsylvania,Armstrong,1441,"64,735",0.755608818,0.232769432,0.022259983
West Virginia,Jackson,636,"28,576",0.746518728,0.23806687,0.022256439
Virginia,Waynesboro,502,"22,630",0.588690522,0.394452532,0.022182943
New Mexico,Union,90,"4,059",0.775852432,0.214086082,0.022172949
Michigan,St. Clair,3527,"159,128",0.651211802,0.33487882,0.022164547
North Carolina,Carteret,1539,"69,473",0.704094614,0.282688593,0.022152491
Virginia,Fredericksburg,643,"29,036",0.467595409,0.514539482,0.022144924
Michigan,Mackinac,239,"10,799",0.615140133,0.374024848,0.022131679
Virginia,Loudoun,9149,"413,538",0.464633763,0.521114953,0.022123723
Maryland,Howard,7201,"325,690",0.210933905,0.76743964,0.022109982
West Virginia,Wayne,871,"39,402",0.744666866,0.236868838,0.022105477
Pennsylvania,Cambria,2877,"130,192",0.680010793,0.306938567,0.022098132
Ohio,Morrow,780,"35,328",0.762052189,0.220477665,0.022078804
Kentucky,Lincoln,542,"24,549",0.801519089,0.187687388,0.022078292
New York,Dutchess,6493,"294,218",0.499092346,0.482854968,0.02206867
Indiana,Switzerland,237,"10,751",0.48179221,0.487673333,0.022044461
Texas,Houston,506,"22,968",0.747931254,0.245279015,0.022030651
West Virginia,Brooke,483,"21,939",0.706988994,0.276173455,0.022015589
Virginia,Staunton,548,"24,932",0.265386978,0.715261136,0.021979785
North Carolina,Stokes,1002,"45,591",0.783428012,0.205994123,0.021978022
Ohio,Summit,11890,"541,013",0.444094654,0.539185786,0.021977291
Michigan,Alger,200,"9,108",0.586952288,0.399805258,0.021958718
Kentucky,Wayne,446,"20,333",0.752128192,0.235686864,0.021934786
Pennsylvania,Lackawanna,4597,"209,674",0.45186225,0.536293047,0.021924511
North Carolina,Person,865,"39,490",0.602843079,0.387173943,0.02190428
Pennsylvania,Montour,399,"18,230",0.595393396,0.384019568,0.021886999
New York,Erie,20103,"918,702",0.464508584,0.517793891,0.02188196
Arkansas,Marion,365,"16,694",0.770886245,0.203983425,0.021864143
Ohio,Champaign,850,"38,885",0.727244566,0.255356497,0.021859329
Texas,Taylor,3015,"138,034",0.718064962,0.263800889,0.021842445
Ohio,Belmont,1462,"67,006",0.709780537,0.276848835,0.021818942
Virginia,Westmoreland,393,"18,015",0.441436507,0.538768484,0.021815154
Texas,Bell,7911,"362,924",0.533205685,0.445168313,0.021797952
Kentucky,Carter,584,"26,797",0.85441989,0.132596685,0.021793484
California,Yuba,1706,"78,668",0.561849097,0.41445271,0.021686073
North Carolina,Polk,449,"20,724",0.623765608,0.366032808,0.021665702
Virginia,Dinwiddie,618,"28,544",0.75090095,0.235448291,0.021650785
Texas,Foard,25,"1,155",0.807622505,0.179673321,0.021645022
California,Shasta,3897,"180,080",0.652245919,0.325469519,0.021640382
Virginia,Tazewell,878,"40,595",0.286140524,0.694274946,0.021628279
New Mexico,Guadalupe,93,"4,300",0.418540615,0.564020193,0.021627907
Texas,Collin,22369,"1,034,730",0.513832953,0.467981196,0.0216182
Kentucky,Lawrence,331,"15,317",0.811959383,0.172621286,0.021609976
Pennsylvania,Juniata,535,"24,763",0.800132692,0.186846907,0.021604814
Virginia,Virginia Beach,9716,"449,974",0.442995707,0.533948163,0.021592359
New Mexico,Quay,178,"8,253",0.680092951,0.302091402,0.021567915
Ohio,Medina,3875,"179,746",0.6078963,0.376765219,0.021558199
Rhode Island,Bristol,1044,"48,479",0.345528602,0.63803482,0.021535098
California,Orange,68336,"3,175,692",0.444054643,0.53651417,0.02151846
Ohio,Highland,923,"43,161",0.796197482,0.193804072,0.021385047
Michigan,Lapeer,1871,"87,607",0.674024962,0.310948156,0.021356741
West Virginia,Berkeley,2544,"119,171",0.652382696,0.32708664,0.021347475
Texas,Rusk,1161,"54,406",0.772733655,0.21640848,0.021339558
Texas,Hopkins,790,"37,084",0.797953804,0.190999247,0.021302988
Texas,Glasscock,30,"1,409",0.93568147,0.059724349,0.021291696
Colorado,San Miguel,174,"8,179",0.213763101,0.769230769,0.021273994
Virginia,Colonial Heights,369,"17,370",0.498298493,0.492302706,0.021243523
Arkansas,Perry,222,"10,455",0.752333406,0.218146299,0.021233859
Colorado,Ouray,105,"4,952",0.390656566,0.591161616,0.021203554
California,Tehama,1377,"65,084",0.642740999,0.336399535,0.021157274
Texas,Wilson,1079,"51,070",0.738102855,0.253939055,0.021127864
Virginia,Lancaster,224,"10,603",0.78450719,0.204471502,0.021126096
Kentucky,Pulaski,1371,"64,979",0.771378709,0.220767888,0.021099124
Nebraska,Keya Paha,17,806,0.899810964,0.092627599,0.021091811
Texas,Morris,261,"12,388",0.692321557,0.299927902,0.021068776
Kentucky,Clark,763,"36,263",0.923822715,0.066174207,0.02104073
Texas,Coleman,172,"8,175",0.881782946,0.109253876,0.021039755
New Mexico,Sierra,227,"10,791",0.595794786,0.380992431,0.021036049
Kentucky,Harrison,397,"18,886",0.758155096,0.227984228,0.021020862
Virginia,Bedford,1660,"78,997",0.835395683,0.153093525,0.021013456
Virginia,Spotsylvania,2860,"136,215",0.360592938,0.627248501,0.020996219
Kentucky,Grant,525,"25,069",0.77600188,0.209131508,0.0209422
California,Solano,9349,"447,643",0.336489948,0.640315353,0.020884946
California,Sacramento,32411,"1,552,058",0.338389919,0.641006947,0.020882596
West Virginia,Randolph,599,"28,695",0.711058166,0.275468288,0.020874717
Kentucky,Meade,596,"28,572",0.745003224,0.241779497,0.020859583
Minnesota,Lake of the Woods,78,"3,740",0.708523909,0.279002079,0.020855615
Tennessee,Hancock,138,"6,620",0.864431487,0.131924198,0.020845921
Michigan,Lenawee,2051,"98,451",0.590087562,0.391333633,0.020832698
Kentucky,Lyon,171,"8,210",0.650295047,0.333492281,0.020828258
Kentucky,Wolfe,149,"7,157",0.549733745,0.429294589,0.020818779
Kentucky,Nicholas,151,"7,269",0.771277074,0.216051047,0.020773146
Pennsylvania,Lawrence,1776,"85,512",0.64292191,0.344052016,0.020769015
California,San Diego,69231,"3,338,330",0.369850317,0.609246151,0.020738213
New Jersey,Warren,2181,"105,267",0.541229965,0.439399795,0.020718744
New York,Tioga,998,"48,203",0.646655315,0.327122355,0.020704106
Ohio,Coshocton,757,"36,600",0.732933692,0.248164913,0.02068306
Texas,Armstrong,39,"1,887",0.930755396,0.067446043,0.020667727
Ohio,Stark,7655,"370,606",0.584823977,0.400271385,0.020655359
Massachusetts,Norfolk,14569,"706,775",0.306695004,0.670624888,0.020613349
Virginia,Newport News,3688,"179,225",0.52463414,0.456627978,0.020577486
Colorado,Otero,376,"18,278",0.60217782,0.375515382,0.020571178
Kentucky,Letcher,443,"21,553",0.847526772,0.139894612,0.020553983
Ohio,Monroe,280,"13,654",0.763090858,0.226011888,0.020506811
Idaho,Adams,88,"4,294",0.586633477,0.369163461,0.020493712
California,Ventura,17300,"846,006",0.377787315,0.603230652,0.020449028
Texas,Denton,18141,"887,207",0.808943089,0.184035477,0.020447314
Virginia,Essex,223,"10,953",0.590488693,0.395190644,0.020359719
Pennsylvania,Westmoreland,7097,"348,899",0.635782067,0.350526498,0.02034113
Virginia,Northumberland,246,"12,095",0.436331431,0.55540248,0.020338983
Texas,Henderson,1682,"82,737",0.796088074,0.194712269,0.020329478
Maryland,Harford,5184,"255,441",0.483811286,0.496453901,0.020294315
Pennsylvania,Snyder,819,"40,372",0.729268936,0.255898654,0.020286337
Colorado,Montezuma,530,"26,183",0.600933792,0.376240192,0.020242142
Virginia,Botetourt,676,"33,419",0.422362603,0.572710044,0.020228014
Virginia,Covington,112,"5,538",0.280365018,0.699368319,0.020223908
Connecticut,New London,5352,"265,206",0.409131641,0.569168345,0.020180539
Pennsylvania,Columbia,1309,"64,964",0.644037954,0.335485344,0.020149621
Michigan,Schoolcraft,163,"8,094",0.647845043,0.330998499,0.020138374
Maryland,Kent,391,"19,422",0.089042987,0.892550915,0.020131809
Ohio,Gallia,601,"29,898",0.770250037,0.217921845,0.020101679
Pennsylvania,Mercer,2198,"109,424",0.625345622,0.362034739,0.020087001
Kentucky,Gallatin,178,"8,869",0.776054234,0.21027232,0.020069906
Texas,Wise,1402,"69,984",0.835557482,0.153357897,0.02003315
Indiana,Brown,302,"15,092",0.744797141,0.233760774,0.020010602
Pennsylvania,Chester,10505,"524,989",0.408318043,0.576420409,0.020009943
Pennsylvania,York,8975,"449,058",0.615555164,0.366613244,0.019986282
Connecticut,Litchfield,3602,"180,333",0.517179494,0.466222185,0.019974159
Michigan,Arenac,297,"14,883",0.671347678,0.314043035,0.019955654
Ohio,Brown,866,"43,432",0.778781696,0.210142816,0.019939215
Virginia,Hanover,2139,"107,766",0.669642857,0.313186813,0.019848561
Colorado,Teller,503,"25,388",0.664443518,0.311081998,0.01981251
West Virginia,Mercer,1163,"58,758",0.764251285,0.219973708,0.019793049
Kentucky,Breckinridge,404,"20,477",0.731770089,0.251429797,0.019729453
Maryland,Talbot,733,"37,181",0.509454173,0.469215723,0.01971437
Texas,Comal,3079,"156,209",0.707966614,0.277103091,0.019710772
Michigan,Clare,610,"30,950",0.667076167,0.319410319,0.019709208
Ohio,Ashtabula,1915,"97,241",0.606316325,0.374702333,0.019693339
North Carolina,Madison,428,"21,755",0.685426454,0.300915387,0.019673638
Missouri,Iron,199,"10,125",0.783101045,0.205792683,0.019654321
Maryland,Queen Anne's,990,"50,381",0.595723575,0.390389066,0.019650265
Michigan,Crawford,275,"14,029",0.646444879,0.340769733,0.019602252
Texas,Hardeman,77,"3,933",0.841772152,0.152531646,0.01957793
Texas,Williamson,11559,"590,551",0.481928842,0.495165035,0.019573246
Ohio,Guernsey,759,"38,875",0.734415366,0.252611479,0.019524116
Colorado,Routt,500,"25,638",0.350867776,0.627601837,0.019502301
Texas,Waller,1077,"55,246",0.628111597,0.35946412,0.019494624
Virginia,Frederick,1741,"89,313",0.585555079,0.400600086,0.019493243
New Mexico,Taos,636,"32,723",0.216676593,0.763311495,0.019435871
North Carolina,Buncombe,5075,"261,191",0.386324115,0.59760164,0.019430225
Kansas,Chautauqua,63,"3,250",0.740301845,0.241811068,0.019384615
California,San Luis Obispo,5486,"283,111",0.402861752,0.575954043,0.019377559
Connecticut,Middlesex,3145,"162,436",0.410678952,0.572344722,0.019361472
Michigan,Roscommon,465,"24,019",0.643893994,0.343987215,0.019359674
Georgia,Crawford,240,"12,404",0.725663717,0.264667322,0.019348597
Texas,Polk,991,"51,353",0.768361582,0.222374543,0.019297801
Kansas,Osborne,66,"3,421",0.816513761,0.159443214,0.019292605
West Virginia,Summers,242,"12,573",0.728640516,0.258642307,0.019247594
Pennsylvania,Beaver,3154,"163,929",0.580874664,0.40304203,0.019240037
Virginia,Floyd,303,"15,749",0.62659767,0.357807375,0.019239317
Kentucky,Leslie,190,"9,877",0.789899432,0.196655007,0.01923661
Kentucky,Morgan,256,"13,309",0.737648464,0.249068803,0.019235104
Kentucky,McCreary,331,"17,231",0.718734872,0.267629498,0.019209564
Ohio,Hocking,542,"28,264",0.693021906,0.2782533,0.019176337
California,Napa,2641,"137,744",0.256134105,0.72613388,0.019173249
West Virginia,Jefferson,1093,"57,146",0.545337408,0.435555719,0.019126448
Kentucky,Anderson,435,"22,747",0.794319527,0.195266272,0.019123401
Virginia,Stafford,2922,"152,882",0.328722434,0.646283667,0.01911278
Ohio,Perry,688,"36,134",0.739168057,0.24760492,0.019040239
California,Contra Costa,21959,"1,153,526",0.252243448,0.729160814,0.019036415
Kentucky,Fleming,277,"14,581",0.745436787,0.235333618,0.018997325
West Virginia,Barbour,312,"16,441",0.767862526,0.216762134,0.018976948
New York,Onondaga,8735,"460,528",0.446803697,0.530831797,0.018967359
Ohio,Geauga,1776,"93,649",0.606363193,0.378830285,0.018964431
Colorado,Lincoln,108,"5,701",0.805323194,0.17756654,0.018944045
Texas,Jeff Davis,43,"2,274",0.600460123,0.384202454,0.018909411
North Carolina,Brunswick,2696,"142,820",0.619884023,0.369245925,0.018876908
Kentucky,Mason,321,"17,070",0.75512522,0.231188597,0.018804921
Missouri,Mercer,68,"3,617",0.866216976,0.124789207,0.018800111
Kentucky,Pendleton,273,"14,590",0.765415802,0.221572695,0.018711446
Virginia,Fauquier,1332,"71,222",0.571899736,0.420404573,0.018702086
Ohio,Portage,3027,"162,466",0.554060039,0.429810531,0.018631591
Virginia,Hampton,2506,"134,510",0.652935372,0.33103108,0.018630585
Texas,Wood,846,"45,539",0.83662034,0.153849548,0.018577483
Virginia,Warren,746,"40,164",0.151149475,0.832010162,0.018573847
Michigan,Huron,575,"30,981",0.681903784,0.305255949,0.018559762
Arkansas,Van Buren,307,"16,545",0.773883697,0.203271028,0.018555455
Pennsylvania,Allegheny,22527,"1,216,045",0.391172398,0.593460665,0.018524808
Connecticut,Windham,2161,"116,782",0.51080471,0.467550874,0.018504564
Virginia,Wythe,530,"28,684",0.286778671,0.699780862,0.0184772
Texas,Marion,182,"9,854",0.60882838,0.374422488,0.018469657
Texas,Austin,554,"30,032",0.785217149,0.203994989,0.01844699
Idaho,Valley,210,"11,392",0.777320359,0.200785928,0.018433989
Virginia,Williamsburg,275,"14,954",0.406518603,0.578790157,0.018389729
West Virginia,Lincoln,375,"20,409",0.767459807,0.21903537,0.018374247
California,Yolo,4050,"220,500",0.248375273,0.731573598,0.018367347
Idaho,Bonner,839,"45,739",0.700157422,0.263987406,0.018343208
Virginia,Campbell,1006,"54,885",0.396710971,0.591124127,0.018329234
Texas,Eastland,336,"18,360",0.872445895,0.118728086,0.018300654
Texas,Harrison,1215,"66,553",0.723576132,0.265155115,0.018256127
Michigan,Ogemaw,383,"20,997",0.693121693,0.291845133,0.018240701
Virginia,Charles City,127,"6,963",0.558880517,0.421959096,0.018239265
Pennsylvania,Butler,3426,"187,853",0.657764126,0.329084735,0.018237665
Texas,Kimble,79,"4,337",0.866928447,0.12390925,0.018215356
West Virginia,Raleigh,1333,"73,361",0.744393382,0.240226716,0.018170418
Virginia,Bland,113,"6,280",0.718457274,0.269403556,0.017993631
Texas,Van Zandt,1017,"56,590",0.859162039,0.132761232,0.017971373
Texas,Red River,216,"12,023",0.778103448,0.214482759,0.017965566
Ohio,Lorain,5565,"309,833",0.504770113,0.478932547,0.017961289
Kansas,Woodson,56,"3,138",0.334278337,0.642229004,0.017845762
Nebraska,Deuel,32,"1,794",0.83271719,0.141404806,0.017837235
Texas,Stonewall,24,"1,350",0.835597826,0.157608696,0.017777778
Colorado,Elbert,475,"26,729",0.535831791,0.427307243,0.01777096
Washington,Kittitas,851,"47,935",0.538644982,0.430196646,0.017753207
Kansas,Jewell,51,"2,879",0.44712023,0.525871675,0.017714484
New Hampshire,Hillsborough,7375,"417,025",0.453531195,0.520676178,0.017684791
Connecticut,Tolland,2665,"150,721",0.432308609,0.546323657,0.017681677
Colorado,Conejos,145,"8,205",0.52878117,0.451176882,0.017672151
Ohio,Knox,1100,"62,322",0.710842589,0.274663714,0.017650268
New York,Cortland,839,"47,581",0.567904192,0.408922156,0.017633089
Virginia,Alleghany,262,"14,860",0.685211178,0.304963634,0.017631225
Kansas,Lincoln,52,"2,962",0.802280595,0.175727958,0.017555706
Kentucky,Bath,219,"12,500",0.81043409,0.178116288,0.01752
Colorado,Costilla,68,"3,887",0.351058592,0.629739045,0.017494211
Maryland,Cecil,1795,"102,855",0.583651185,0.396006282,0.017451752
Nebraska,Banner,13,745,0.882926829,0.104878049,0.017449664
Arizona,Yavapai,4095,"235,099",0.63703526,0.346537867,0.017418194
Maryland,Carroll,2930,"168,447",0.330979386,0.653737986,0.017394195
Pennsylvania,Washington,3596,"206,865",0.606631083,0.380016658,0.017383318
New Jersey,Hunterdon,2155,"124,371",0.503189954,0.473670219,0.01732719
Oregon,Multnomah,14060,"812,855",0.178597061,0.792776972,0.017297058
Virginia,Caroline,531,"30,725",0.616217089,0.374252948,0.017282343
Texas,Cooke,713,"41,257",0.820076854,0.168710849,0.017281916
Virginia,Fluvanna,471,"27,270",0.352975059,0.634266459,0.017271727
Kentucky,Menifee,112,"6,489",0.724840222,0.258457605,0.017259978
Ohio,Ashland,920,"53,484",0.734149828,0.249121045,0.017201406
Michigan,Osceola,403,"23,460",0.72350081,0.260453809,0.017178176
Colorado,Montrose,734,"42,758",0.672670005,0.308835406,0.017166378
New Mexico,De Baca,30,"1,748",0.727474972,0.256952169,0.017162471
Virginia,Greene,340,"19,819",0.365285043,0.615200236,0.017155255
Virginia,Mathews,151,"8,834",0.740717726,0.241080213,0.01709305
Virginia,Buchanan,359,"21,004",0.713238508,0.270385689,0.017091982
Michigan,Mason,498,"29,144",0.591744449,0.394341701,0.017087565
Michigan,Chippewa,637,"37,349",0.604356436,0.376294201,0.017055343
New York,Oneida,3896,"228,671",0.617724349,0.36316722,0.017037578
New Mexico,Otero,1146,"67,490",0.616105902,0.359921931,0.016980293
West Virginia,Upshur,410,"24,176",0.759866155,0.221139652,0.016958968
Michigan,Charlevoix,443,"26,143",0.578100217,0.407624978,0.016945263
California,San Mateo,12988,"766,573",0.19156301,0.792146254,0.01694294
Pennsylvania,Clarion,651,"38,438",0.746750546,0.23993969,0.016936365
Massachusetts,Dukes and Nantucket,486,"28,731",0.344224151,0.633625116,0.016915527
Kentucky,Trimble,142,"8,471",0.755018248,0.232512165,0.016763074
Oregon,Wasco,447,"26,682",0.500934983,0.465117952,0.016752867
Texas,Terrell,13,776,0.729257642,0.259825328,0.016752577
New York,Ulster,2969,"177,573",0.432358659,0.548572753,0.016719884
Colorado,Rio Grande,188,"11,267",0.580414013,0.396178344,0.016685897
Texas,Lampasas,356,"21,428",0.554862843,0.437240233,0.016613776
Texas,Haskell,94,"5,658",0.830845771,0.159656264,0.016613644
Kansas,Elk,42,"2,530",0.706095041,0.268078512,0.016600791
Washington,King,37113,"2,252,782",0.222610165,0.756242429,0.016474297
Missouri,Clay,4115,"249,948",0.510061761,0.470067447,0.016463424
Colorado,Grand,259,"15,734",0.495419529,0.476681241,0.016461167
West Virginia,Hancock,474,"28,810",0.712608888,0.270928687,0.016452621
New York,Allegany,758,"46,091",0.733599676,0.242487407,0.016445727
